id,name,id_c,formula,BioCyc_api,name_2,formula_clean
pail45p_hs_18_1_20_4_c,Pail45p hs 18 1 20 4[c],pail45p_hs_18_1_20_4,[],,Pail45p hs 18 1 20 4[c],
dag_hs_18_1_20_4_c,Dag hs 18 1 20 4[c],dag_hs_18_1_20_4,[],,Dag hs 18 1 20 4[c],
pail345p_hs_18_1_20_4_c,Pail345p hs 18 1 20 4[c],pail345p_hs_18_1_20_4,[],,Pail345p hs 18 1 20 4[c],
pail34p_hs_18_1_20_4_c,Pail34p hs 18 1 20 4[c],pail34p_hs_18_1_20_4,[],,Pail34p hs 18 1 20 4[c],
pail4p_hs_18_1_20_4_c,Pail4p hs 18 1 20 4[c],pail4p_hs_18_1_20_4,[],,Pail4p hs 18 1 20 4[c],
pail_hs_18_1_20_4_c,Pail hs 18 1 20 4[c],pail_hs_18_1_20_4,[],,Pail hs 18 1 20 4[c],
cdpdag_hs_18_1_20_4_c,Cdpdag hs 18 1 20 4[c],cdpdag_hs_18_1_20_4,[],,Cdpdag hs 18 1 20 4[c],
pa_hs_18_1_20_4_c,Pa hs 18 1 20 4[c],pa_hs_18_1_20_4,[],,Pa hs 18 1 20 4[c],
mag_hs_18_1_c,Monoacylglycerol 2(homo sapiens C18:1) cytosol,mag_hs_18_1,[],,Monoacylglycerol 2(homo sapiens C18:1) cytosol,
pchol_hs_18_1_20_4_c,Pchol hs 18 1 20 4[c],pchol_hs_18_1_20_4,[],,Pchol hs 18 1 20 4[c],
lpchol_hs_18_1_c,"Lysophosphatidylcholine (homo sapiens, C18:1)",lpchol_hs_18_1,[],,"Lysophosphatidylcholine (homo sapiens, C18:1)",
ps_hs_18_1_20_4_c,Ps hs 18 1 20 4[c],ps_hs_18_1_20_4,[],,Ps hs 18 1 20 4[c],
pe_hs_18_1_20_4_c,Pe hs 18 1 20 4[c],pe_hs_18_1_20_4,[],,Pe hs 18 1 20 4[c],
alpha_hs_18_1_c,Alpha hs 18 1[c],alpha_hs_18_1,[],,Alpha hs 18 1[c],
pail45p_hs_18_1_18_2_c,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:1, C18:2)",pail45p_hs_18_1_18_2,[],,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:1, C18:2)",
dag_hs_18_1_18_2_c,"Diacylglycerol (homo sapiens, C18:1, C18:2)",dag_hs_18_1_18_2,[],,"Diacylglycerol (homo sapiens, C18:1, C18:2)",
pail34p_hs_18_1_18_2_c,Pail34p hs 18 1 18 2[c],pail34p_hs_18_1_18_2,[],,Pail34p hs 18 1 18 2[c],
pail345p_hs_18_1_18_2_c,Pail345p hs 18 1 18 2[c],pail345p_hs_18_1_18_2,[],,Pail345p hs 18 1 18 2[c],
pail4p_hs_18_1_18_2_c,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:1, C18:2)",pail4p_hs_18_1_18_2,[],,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:1, C18:2)",
cdpdag_hs_18_1_18_2_c,"CDP diacylglycerol (homo sapiens, C18:1, C18:2)",cdpdag_hs_18_1_18_2,[],,"CDP diacylglycerol (homo sapiens, C18:1, C18:2)",
pail_hs_18_1_18_2_c,"Phosphatidylinositol (homo sapiens, C18:1, C18:2)",pail_hs_18_1_18_2,[],,"Phosphatidylinositol (homo sapiens, C18:1, C18:2)",
pa_hs_18_1_18_2_c,"Phosphatidic acid (homo sapiens, C18:1, C18:2)",pa_hs_18_1_18_2,[],,"Phosphatidic acid (homo sapiens, C18:1, C18:2)",
pchol_hs_18_1_18_2_c,"Phosphatidylcholine (homo sapiens, C18:1, C18:2)",pchol_hs_18_1_18_2,[],,"Phosphatidylcholine (homo sapiens, C18:1, C18:2)",
ps_hs_18_1_18_2_c,Ps hs 18 1 18 2[c],ps_hs_18_1_18_2,[],,Ps hs 18 1 18 2[c],
pe_hs_18_1_18_2_c,"Phosphatidylethanolamine (homo sapiens, C18:1, C18:2)",pe_hs_18_1_18_2,[],,"Phosphatidylethanolamine (homo sapiens, C18:1, C18:2)",
pail45p_hs_18_1_18_1_c,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:1, C18:1)",pail45p_hs_18_1_18_1,[],,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:1, C18:1)",
dag_hs_18_1_18_1_c,"Diacylglycerol (homo sapiens, C18:1, C18:1)",dag_hs_18_1_18_1,[],,"Diacylglycerol (homo sapiens, C18:1, C18:1)",
pail345p_hs_18_1_18_1_c,Pail345p hs 18 1 18 1[c],pail345p_hs_18_1_18_1,[],,Pail345p hs 18 1 18 1[c],
pail34p_hs_18_1_18_1_c,Pail34p hs 18 1 18 1[c],pail34p_hs_18_1_18_1,[],,Pail34p hs 18 1 18 1[c],
pail4p_hs_18_1_18_1_c,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:1, C18:1)",pail4p_hs_18_1_18_1,[],,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:1, C18:1)",
pail_hs_18_1_18_1_c,"Phosphatidylinositol (homo sapiens, C18:1, C18:1)",pail_hs_18_1_18_1,[],,"Phosphatidylinositol (homo sapiens, C18:1, C18:1)",
pa_hs_18_1_18_1_c,"Phosphatidic acid (homo sapiens, C18:1, C18:1)",pa_hs_18_1_18_1,[],,"Phosphatidic acid (homo sapiens, C18:1, C18:1)",
cdpdag_hs_18_1_18_1_c,"CDP diacylglycerol (homo sapiens, C18:1, C18:1)",cdpdag_hs_18_1_18_1,[],,"CDP diacylglycerol (homo sapiens, C18:1, C18:1)",
pchol_hs_18_1_18_1_c,"Phosphatidylcholine (homo sapiens, C18:1, C18:1)",pchol_hs_18_1_18_1,[],,"Phosphatidylcholine (homo sapiens, C18:1, C18:1)",
pe_hs_18_1_18_1_c,"Phosphatidylethanolamine (homo sapiens, C18:1, C18:1)",pe_hs_18_1_18_1,[],,"Phosphatidylethanolamine (homo sapiens, C18:1, C18:1)",
pail45p_hs_18_0_20_4_c,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:0, C20:4) cytosol",pail45p_hs_18_0_20_4,[],,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:0, C20:4) cytosol",
pail345p_hs_18_0_20_4_c,Pail345p hs 18 0 20 4[c],pail345p_hs_18_0_20_4,[],,Pail345p hs 18 0 20 4[c],
pail4p_hs_18_0_20_4_c,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:0, C20:4) cytosol",pail4p_hs_18_0_20_4,[],,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:0, C20:4) cytosol",
dag_hs_18_0_20_4_c,"Diacylglycerol (homo sapiens, C18:0, C20:4) cytosol",dag_hs_18_0_20_4,[],,"Diacylglycerol (homo sapiens, C18:0, C20:4) cytosol",
cdpdag_hs_18_0_20_4_c,"CDP diacylglycerol (homo sapiens, C18:0, C20:4) cytosol",cdpdag_hs_18_0_20_4,[],,"CDP diacylglycerol (homo sapiens, C18:0, C20:4) cytosol",
pail_hs_18_0_20_4_c,"Phosphatidylinositol (homo sapiens, C18:0, C20:4) cytosol",pail_hs_18_0_20_4,[],,"Phosphatidylinositol (homo sapiens, C18:0, C20:4) cytosol",
pa_hs_18_0_20_4_c,"Phosphatidic acid (homo sapiens,  C18:0, C20:4) cytosol",pa_hs_18_0_20_4,[],,"Phosphatidic acid (homo sapiens,  C18:0, C20:4) cytosol",
mag_hs_18_0_c,Monoacylglycerol 2 (homo sapiens C18:0) cytosol,mag_hs_18_0,[],,Monoacylglycerol 2 (homo sapiens C18:0) cytosol,
alpha_hs_18_0_c,Alpha hs 18 0[c],alpha_hs_18_0,[],,Alpha hs 18 0[c],
pail45p_hs_18_0_18_2_c,Pail45p hs 18 0 18 2[c],pail45p_hs_18_0_18_2,[],,Pail45p hs 18 0 18 2[c],
dag_hs_18_0_18_2_c,Dag hs 18 0 18 2[c],dag_hs_18_0_18_2,[],,Dag hs 18 0 18 2[c],
pail345p_hs_18_0_18_2_c,Pail345p hs 18 0 18 2[c],pail345p_hs_18_0_18_2,[],,Pail345p hs 18 0 18 2[c],
pail34p_hs_18_0_18_2_c,Pail34p hs 18 0 18 2[c],pail34p_hs_18_0_18_2,[],,Pail34p hs 18 0 18 2[c],
cdpdag_hs_18_0_18_2_c,Cdpdag hs 18 0 18 2[c],cdpdag_hs_18_0_18_2,[],,Cdpdag hs 18 0 18 2[c],
pail_hs_18_0_18_2_c,Pail hs 18 0 18 2[c],pail_hs_18_0_18_2,[],,Pail hs 18 0 18 2[c],
pa_hs_18_0_18_2_c,Pa hs 18 0 18 2[c],pa_hs_18_0_18_2,[],,Pa hs 18 0 18 2[c],
pchol_hs_18_0_18_2_c,Pchol hs 18 0 18 2[c],pchol_hs_18_0_18_2,[],,Pchol hs 18 0 18 2[c],
lpchol_hs_18_0_c,"Lysophosphatidylcholine (homo sapiens, C18:0) cytosol",lpchol_hs_18_0,[],,"Lysophosphatidylcholine (homo sapiens, C18:0) cytosol",
pe_hs_18_0_18_2_c,Pe hs 18 0 18 2[c],pe_hs_18_0_18_2,[],,Pe hs 18 0 18 2[c],
ps_hs_18_0_18_2_c,Ps hs 18 0 18 2[c],ps_hs_18_0_18_2,[],,Ps hs 18 0 18 2[c],
pail45p_hs_18_0_18_1_c,Pail45p hs 18 0 18 1[c],pail45p_hs_18_0_18_1,[],,Pail45p hs 18 0 18 1[c],
dag_hs_18_0_18_1_c,Dag hs 18 0 18 1[c],dag_hs_18_0_18_1,[],,Dag hs 18 0 18 1[c],
pail345p_hs_18_0_18_1_c,Pail345p hs 18 0 18 1[c],pail345p_hs_18_0_18_1,[],,Pail345p hs 18 0 18 1[c],
pail4p_hs_18_0_18_1_c,Pail4p hs 18 0 18 1[c],pail4p_hs_18_0_18_1,[],,Pail4p hs 18 0 18 1[c],
pail34p_hs_18_0_18_1_c,Pail34p hs 18 0 18 1[c],pail34p_hs_18_0_18_1,[],,Pail34p hs 18 0 18 1[c],
pail_hs_18_0_18_1_c,Pail hs 18 0 18 1[c],pail_hs_18_0_18_1,[],,Pail hs 18 0 18 1[c],
cdpdag_hs_18_0_18_1_c,Cdpdag hs 18 0 18 1[c],cdpdag_hs_18_0_18_1,[],,Cdpdag hs 18 0 18 1[c],
pa_hs_18_0_18_1_c,Pa hs 18 0 18 1[c],pa_hs_18_0_18_1,[],,Pa hs 18 0 18 1[c],
pchol_hs_18_0_18_1_c,Pchol hs 18 0 18 1[c],pchol_hs_18_0_18_1,[],,Pchol hs 18 0 18 1[c],
pe_hs_18_0_18_1_c,Pe hs 18 0 18 1[c],pe_hs_18_0_18_1,[],,Pe hs 18 0 18 1[c],
ps_hs_18_0_18_1_c,Ps hs 18 0 18 1[c],ps_hs_18_0_18_1,[],,Ps hs 18 0 18 1[c],
pail45p_hs_18_0_18_0_c,Pail45p hs 18 0 18 0[c],pail45p_hs_18_0_18_0,[],,Pail45p hs 18 0 18 0[c],
pail345p_hs_18_0_18_0_c,Pail345p hs 18 0 18 0[c],pail345p_hs_18_0_18_0,[],,Pail345p hs 18 0 18 0[c],
pail34p_hs_18_0_18_0_c,Pail34p hs 18 0 18 0[c],pail34p_hs_18_0_18_0,[],,Pail34p hs 18 0 18 0[c],
pail_hs_18_0_18_0_c,Pail hs 18 0 18 0[c],pail_hs_18_0_18_0,[],,Pail hs 18 0 18 0[c],
dag_hs_18_0_18_0_c,Dag hs 18 0 18 0[c],dag_hs_18_0_18_0,[],,Dag hs 18 0 18 0[c],
pa_hs_18_0_18_0_c,Pa hs 18 0 18 0[c],pa_hs_18_0_18_0,[],,Pa hs 18 0 18 0[c],
cdpdag_hs_18_0_18_0_c,Cdpdag hs 18 0 18 0[c],cdpdag_hs_18_0_18_0,[],,Cdpdag hs 18 0 18 0[c],
ps_hs_18_0_18_0_c,Ps hs 18 0 18 0[c],ps_hs_18_0_18_0,[],,Ps hs 18 0 18 0[c],
pchol_hs_18_0_18_0_c,Pchol hs 18 0 18 0[c],pchol_hs_18_0_18_0,[],,Pchol hs 18 0 18 0[c],
pe_hs_18_0_18_0_c,Pe hs 18 0 18 0[c],pe_hs_18_0_18_0,[],,Pe hs 18 0 18 0[c],
pail45p_hs_16_0_20_4_c,Pail45p hs 16 0 20 4[c],pail45p_hs_16_0_20_4,[],,Pail45p hs 16 0 20 4[c],
pail345p_hs_16_0_20_4_c,Pail345p hs 16 0 20 4[c],pail345p_hs_16_0_20_4,[],,Pail345p hs 16 0 20 4[c],
pail4p_hs_16_0_20_4_c,Pail4p hs 16 0 20 4[c],pail4p_hs_16_0_20_4,[],,Pail4p hs 16 0 20 4[c],
dag_hs_16_0_20_4_c,Dag hs 16 0 20 4[c],dag_hs_16_0_20_4,[],,Dag hs 16 0 20 4[c],
pail_hs_16_0_20_4_c,Pail hs 16 0 20 4[c],pail_hs_16_0_20_4,[],,Pail hs 16 0 20 4[c],
pchol_hs_16_0_20_4_c,Pchol hs 16 0 20 4[c],pchol_hs_16_0_20_4,[],,Pchol hs 16 0 20 4[c],
ps_hs_16_0_20_4_c,Ps hs 16 0 20 4[c],ps_hs_16_0_20_4,[],,Ps hs 16 0 20 4[c],
pe_hs_16_0_20_4_c,Pe hs 16 0 20 4[c],pe_hs_16_0_20_4,[],,Pe hs 16 0 20 4[c],
pail345p_hs_16_0_18_2_c,Pail345p hs 16 0 18 2[c],pail345p_hs_16_0_18_2,[],,Pail345p hs 16 0 18 2[c],
pail45p_hs_16_0_18_2_c,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C18:2)",pail45p_hs_16_0_18_2,[],,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C18:2)",
dag_hs_16_0_18_2_c,"Diacylglycerol (homo sapiens, C16:0, C18:2)",dag_hs_16_0_18_2,[],,"Diacylglycerol (homo sapiens, C16:0, C18:2)",
mag_hs_16_0_c,Mag hs 16 0[c],mag_hs_16_0,[],,Mag hs 16 0[c],
pa_hs_16_0_18_2_c,"Phosphatidic acid (homo sapiens, C16:0, C18:2)",pa_hs_16_0_18_2,[],,"Phosphatidic acid (homo sapiens, C16:0, C18:2)",
pchol_hs_16_0_18_2_c,"Phosphatidylcholine (homo sapiens, C16:0, C18:2)",pchol_hs_16_0_18_2,[],,"Phosphatidylcholine (homo sapiens, C16:0, C18:2)",
alpha_hs_16_0_c,Alpha hs 16 0[c],alpha_hs_16_0,[],,Alpha hs 16 0[c],
pail45p_hs_16_0_18_1_c,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C18:1)",pail45p_hs_16_0_18_1,[],,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C18:1)",
dag_hs_16_0_18_1_c,"Diacylglycerol (homo sapiens, C16:0, C18:1) cytosol",dag_hs_16_0_18_1,[],,"Diacylglycerol (homo sapiens, C16:0, C18:1) cytosol",
pail345p_hs_16_0_18_1_c,Pail345p hs 16 0 18 1[c],pail345p_hs_16_0_18_1,[],,Pail345p hs 16 0 18 1[c],
pail4p_hs_16_0_18_1_c,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C16:0, C18:1)",pail4p_hs_16_0_18_1,[],,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C16:0, C18:1)",
pail_hs_16_0_18_1_c,"Phosphatidylinositol (homo sapiens, C16:0, C18:1)",pail_hs_16_0_18_1,[],,"Phosphatidylinositol (homo sapiens, C16:0, C18:1)",
pa_hs_16_0_18_1_c,"Phosphatidic acid (homo sapiens, C16:0, C18:1)",pa_hs_16_0_18_1,[],,"Phosphatidic acid (homo sapiens, C16:0, C18:1)",
cdpdag_hs_16_0_18_1_c,"CDP diacylglycerol (homo sapiens, C16:0, C18:1)",cdpdag_hs_16_0_18_1,[],,"CDP diacylglycerol (homo sapiens, C16:0, C18:1)",
pail45p_hs_16_0_18_0_c,Pail45p hs 16 0 18 0[c],pail45p_hs_16_0_18_0,[],,Pail45p hs 16 0 18 0[c],
dag_hs_16_0_18_0_c,"Diacylglycerol (homo sapiens, C16:0, C18:0) cytosol",dag_hs_16_0_18_0,[],,"Diacylglycerol (homo sapiens, C16:0, C18:0) cytosol",
pail345p_hs_16_0_18_0_c,Pail345p hs 16 0 18 0[c],pail345p_hs_16_0_18_0,[],,Pail345p hs 16 0 18 0[c],
pail34p_hs_16_0_18_0_c,Pail34p hs 16 0 18 0[c],pail34p_hs_16_0_18_0,[],,Pail34p hs 16 0 18 0[c],
pail4p_hs_16_0_18_0_c,Pail4p hs 16 0 18 0[c],pail4p_hs_16_0_18_0,[],,Pail4p hs 16 0 18 0[c],
lpchol_hs_16_0_c,"Lysophosphatidylcholine (homo sapiens, C16:0) cytosol",lpchol_hs_16_0,[],,"Lysophosphatidylcholine (homo sapiens, C16:0) cytosol",
txb2_c,Thromboxane B2 cytosol,txb2,['C20H33O6'],,Thromboxane B2 cytosol,C20H33O6
Tyr_ggn_c,Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis),Tyr_ggn,['XOH'],,Tyr-194 of apo-glycogenin protein (primer for glycogen synthesis),XOH
pail345p_hs_20_4_20_4_c,Pail345p hs 20 4 20 4[c],pail345p_hs_20_4_20_4,[],,Pail345p hs 20 4 20 4[c],
pail45p_hs_20_4_20_4_c,Pail45p hs 20 4 20 4[c],pail45p_hs_20_4_20_4,[],,Pail45p hs 20 4 20 4[c],
pail4p_hs_20_4_20_4_c,Pail4p hs 20 4 20 4[c],pail4p_hs_20_4_20_4,[],,Pail4p hs 20 4 20 4[c],
pail34p_hs_20_4_20_4_c,Pail34p hs 20 4 20 4[c],pail34p_hs_20_4_20_4,[],,Pail34p hs 20 4 20 4[c],
pail_hs_20_4_20_4_c,Pail hs 20 4 20 4[c],pail_hs_20_4_20_4,[],,Pail hs 20 4 20 4[c],
dag_hs_20_4_20_4_c,Dag hs 20 4 20 4[c],dag_hs_20_4_20_4,[],,Dag hs 20 4 20 4[c],
cdpdag_hs_20_4_20_4_c,Cdpdag hs 20 4 20 4[c],cdpdag_hs_20_4_20_4,[],,Cdpdag hs 20 4 20 4[c],
mag_hs_20_4_c,Monoglycerol 2 (homo sapiens C20:4) cytosol,mag_hs_20_4,[],,Monoglycerol 2 (homo sapiens C20:4) cytosol,
pa_hs_20_4_20_4_c,Pa hs 20 4 20 4[c],pa_hs_20_4_20_4,[],,Pa hs 20 4 20 4[c],
ps_hs_20_4_20_4_c,Ps hs 20 4 20 4[c],ps_hs_20_4_20_4,[],,Ps hs 20 4 20 4[c],
pchol_hs_20_4_20_4_c,Pchol hs 20 4 20 4[c],pchol_hs_20_4_20_4,[],,Pchol hs 20 4 20 4[c],
pe_hs_20_4_20_4_c,Pe hs 20 4 20 4[c],pe_hs_20_4_20_4,[],,Pe hs 20 4 20 4[c],
alpha_hs_20_4_c,Alpha hs 20 4[c],alpha_hs_20_4,[],,Alpha hs 20 4[c],
pail4p_hs_18_2_20_4_c,Pail4p hs 18 2 20 4[c],pail4p_hs_18_2_20_4,[],,Pail4p hs 18 2 20 4[c],
pail34p_hs_18_2_20_4_c,Pail34p hs 18 2 20 4[c],pail34p_hs_18_2_20_4,[],,Pail34p hs 18 2 20 4[c],
pail_hs_18_2_20_4_c,Pail hs 18 2 20 4[c],pail_hs_18_2_20_4,[],,Pail hs 18 2 20 4[c],
cdpdag_hs_18_2_20_4_c,Cdpdag hs 18 2 20 4[c],cdpdag_hs_18_2_20_4,[],,Cdpdag hs 18 2 20 4[c],
pchol_hs_18_2_20_4_c,Pchol hs 18 2 20 4[c],pchol_hs_18_2_20_4,[],,Pchol hs 18 2 20 4[c],
ps_hs_18_2_20_4_c,Ps hs 18 2 20 4[c],ps_hs_18_2_20_4,[],,Ps hs 18 2 20 4[c],
pe_hs_18_2_20_4_c,Pe hs 18 2 20 4[c],pe_hs_18_2_20_4,[],,Pe hs 18 2 20 4[c],
prostgg2_c,Prostaglandin G2 cytosol,prostgg2,[],,Prostaglandin G2 cytosol,
pail_hs_16_0_18_0_c,Pail hs 16 0 18 0[c],pail_hs_16_0_18_0,[],,Pail hs 16 0 18 0[c],
cdpdag_hs_16_0_18_0_c,Cdpdag hs 16 0 18 0[c],cdpdag_hs_16_0_18_0,[],,Cdpdag hs 16 0 18 0[c],
pchol_hs_16_0_18_0_c,"Phosphatidylcholine (homo sapiens, C16:0, C18:0) cytosol",pchol_hs_16_0_18_0,[],,"Phosphatidylcholine (homo sapiens, C16:0, C18:0) cytosol",
pe_hs_16_0_18_0_c,Pe hs 16 0 18 0[c],pe_hs_16_0_18_0,[],,Pe hs 16 0 18 0[c],
ps_hs_16_0_18_0_c,Ps hs 16 0 18 0[c],ps_hs_16_0_18_0,[],,Ps hs 16 0 18 0[c],
pa_hs_16_0_18_0_c,Pa hs 16 0 18 0[c],pa_hs_16_0_18_0,[],,Pa hs 16 0 18 0[c],
pail45p_hs_16_0_16_0_c,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C16:0)",pail45p_hs_16_0_16_0,[],,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C16:0, C16:0)",
dag_hs_16_0_16_0_c,"Diacylglycerol (homo sapiens, C16:0, C16:0)",dag_hs_16_0_16_0,[],,"Diacylglycerol (homo sapiens, C16:0, C16:0)",
pail345p_hs_16_0_16_0_c,Pail345p hs 16 0 16 0[c],pail345p_hs_16_0_16_0,[],,Pail345p hs 16 0 16 0[c],
pail4p_hs_16_0_16_0_c,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C16:0, C16:0)",pail4p_hs_16_0_16_0,[],,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C16:0, C16:0)",
pail_hs_16_0_16_0_c,"Phosphatidylinositol (homo sapiens, C16:0, C16:0)",pail_hs_16_0_16_0,[],,"Phosphatidylinositol (homo sapiens, C16:0, C16:0)",
cdpdag_hs_16_0_16_0_c,"CDP diacylglycerol (homo sapiens, C16:0, C16:0)",cdpdag_hs_16_0_16_0,[],,"CDP diacylglycerol (homo sapiens, C16:0, C16:0)",
pa_hs_16_0_16_0_c,"Phosphatidic acid (homo sapiens, C16:0, C16:0)",pa_hs_16_0_16_0,[],,"Phosphatidic acid (homo sapiens, C16:0, C16:0)",
ps_hs_16_0_16_0_c,Ps hs 16 0 16 0[c],ps_hs_16_0_16_0,[],,Ps hs 16 0 16 0[c],
pchol_hs_16_0_16_0_c,"Phosphatidylcholine (homo sapiens, C16:0, C16:0)",pchol_hs_16_0_16_0,[],,"Phosphatidylcholine (homo sapiens, C16:0, C16:0)",
pe_hs_16_0_16_0_c,"Phosphatidylethanolamine (homo sapiens, C16:0, C16:0)",pe_hs_16_0_16_0,[],,"Phosphatidylethanolamine (homo sapiens, C16:0, C16:0)",
lpchol_hs_20_4_c,Lpchol hs 20 4[c],lpchol_hs_20_4,[],,Lpchol hs 20 4[c],
12harachd_c,12 hydroxy arachidonic acid,12harachd,['C20H31O3'],,12 hydroxy arachidonic acid,C20H31O3
adprbp_c,ADPribose 2'-phosphate,adprbp,['C15H20N5O17P3'],,ADPribose 2'-phosphate,C15H20N5O17P3
band_c,"Band membrane protein (universal, erythrocyte -> 2.1,3,4.1)",band,['BaH'],,"Band membrane protein (universal, erythrocyte -> 2.1,3,4.1)",BaH
pchol_hs_18_2_16_0_c,"Phosphatidylcholine (homo sapiens, C18:2, C16:0)",pchol_hs_18_2_16_0,[],,"Phosphatidylcholine (homo sapiens, C18:2, C16:0)",
pchol_hs_18_2_18_1_c,"Phosphatidylcholine (homo sapiens, C18:2, C18:1)",pchol_hs_18_2_18_1,[],,"Phosphatidylcholine (homo sapiens, C18:2, C18:1)",
pe_hs_16_0_18_1_c,"Phosphatidylethanolamine (homo sapiens, C16:0, C18:1)",pe_hs_16_0_18_1,[],,"Phosphatidylethanolamine (homo sapiens, C16:0, C18:1)",
pe_hs_16_0_18_2_c,"Phosphatidylethanolamine (homo sapiens, C16:0, C18:2)",pe_hs_16_0_18_2,[],,"Phosphatidylethanolamine (homo sapiens, C16:0, C18:2)",
pe_hs_18_2_18_1_c,"Phosphatidylethanolamine (homo sapiens, C18:2, C18:1)",pe_hs_18_2_18_1,[],,"Phosphatidylethanolamine (homo sapiens, C18:2, C18:1)",
alpa_hs_16_0_c,"Lysophosphatidic acid (homo sapiens, C16:0)",alpa_hs_16_0,[],,"Lysophosphatidic acid (homo sapiens, C16:0)",
alpa_hs_18_1_c,"Lysophosphatidic acid (homo sapiens, C18:1)",alpa_hs_18_1,[],,"Lysophosphatidic acid (homo sapiens, C18:1)",
pa_hs_18_2_18_1_c,"Phosphatidic acid (homo sapiens, C18:2, C18:1)",pa_hs_18_2_18_1,[],,"Phosphatidic acid (homo sapiens, C18:2, C18:1)",
cdpdag_hs_18_2_18_1_c,"CDP diacylglycerol (homo sapiens, C18:2, C18:1)",cdpdag_hs_18_2_18_1,[],,"CDP diacylglycerol (homo sapiens, C18:2, C18:1)",
dag_hs_18_2_16_0_c,"Diacylglycerol (homo sapiens, C18:2, C16:0)",dag_hs_18_2_16_0,[],,"Diacylglycerol (homo sapiens, C18:2, C16:0)",
dag_hs_18_2_18_1_c,"Diacylglycerol (homo sapiens, C18:2, C18:1)",dag_hs_18_2_18_1,[],,"Diacylglycerol (homo sapiens, C18:2, C18:1)",
pe_hs_18_2_16_0_c,"Phosphatidylethanolamine (homo sapiens, C18:2, C16:0)",pe_hs_18_2_16_0,[],,"Phosphatidylethanolamine (homo sapiens, C18:2, C16:0)",
hcys__L_e,L-Homocysteine,hcys__L,['C4H9NO2S'],META:HOMO-CYS,L-Homocysteine,C4H9NO2S
pail4p_hs_16_0_18_2_c,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C16:0, C18:2)",pail4p_hs_16_0_18_2,[],,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C16:0, C18:2)",
pail45p_hs_18_2_16_0_c,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:2, C16:0)",pail45p_hs_18_2_16_0,[],,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:2, C16:0)",
pail4p_hs_18_2_16_0_c,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:2, C16:0)",pail4p_hs_18_2_16_0,[],,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:2, C16:0)",
pail45p_hs_18_2_18_1_c,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:2, C18:1)",pail45p_hs_18_2_18_1,[],,"Phosphatidylinositol 4,5-bisphosphate (homo sapiens, C18:2, C18:1)",
pail4p_hs_18_2_18_1_c,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:2, C18:1)",pail4p_hs_18_2_18_1,[],,"1-Phosphatidyl-1D-myo-inositol 4-phosphate (homo sapiens, C18:2, C18:1)",
pail_hs_16_0_18_2_c,"Phosphatidylinositol (homo sapiens, C16:0, C18:2)",pail_hs_16_0_18_2,[],,"Phosphatidylinositol (homo sapiens, C16:0, C18:2)",
pail_hs_18_2_16_0_c,"Phosphatidylinositol (homo sapiens, C18:2, C16:0)",pail_hs_18_2_16_0,[],,"Phosphatidylinositol (homo sapiens, C18:2, C16:0)",
pail_hs_18_2_18_1_c,"Phosphatidylinositol (homo sapiens, C18:2, C18:1)",pail_hs_18_2_18_1,[],,"Phosphatidylinositol (homo sapiens, C18:2, C18:1)",
thmmp_e,Thiamin monophosphate,thmmp,['C12H16N4O4PS'],META:THIAMINE-P,Thiamin monophosphate,C12H16N4O4PS
